Order_ID,Customer_ID,Customer_Name,City,Zone,Store_ID,Store_Name,Product_Category,Product_Name,Quantity,Unit_Price,Total_Price,Discount,Final_Price,Order_Timestamp,Delivery_Duration_Minutes,Delivery_Timestamp,Delivery_Status,Payment_Mode,Customer_Feedback
500046,81526,Customer_46,Chennai,North,124,Store_45,Vegetables,Banana,3,189.73,569.19,5.64,563.55,16-07-2023 18:21,58,16-07-2023 19:19,Delivered,UPI,Happy
500047,55477,Customer_47,Bangalore,South,171,Store_46,Vegetables,Bread,4,61.32,245.28,32.63,212.65,05-06-2023 23:22,32,05-06-2023 23:54,Delayed,Wallet,Happy
500048,34166,Customer_48,Bangalore,South,151,Store_47,Fruits,Butter,1,163.21,163.21,39.15,124.06,06-01-2023 13:31,48,06-01-2023 14:19,Delayed,Wallet,No Feedback
500049,83163,Customer_49,Delhi,North,148,Store_48,Beverages,Chips,1,182.6,182.6,24.55,158.05,10-10-2023 4:39,18,10-10-2023 4:57,Delayed,Credit Card,No Feedback
500050,72486,Customer_50,Mumbai,West,197,Store_49,Vegetables,Milk,5,198.6,993,44.18,948.82,11-09-2023 8:03,12,11-09-2023 8:15,Delivered,Credit Card,No Feedback
500051,77749,Customer_51,Mumbai,West,156,Store_50,Beverages,Milk,5,91.06,455.3,38.85,416.45,07-06-2023 19:24,53,07-06-2023 20:17,Delivered,Credit Card,Neutral
500052,30780,Customer_52,Chennai,East,142,Store_51,Snacks,Chips,3,53.9,161.7,9.93,151.77,26-12-2023 22:55,20,26-12-2023 23:15,Delayed,Wallet,Unhappy
500053,33572,Customer_53,Kolkata,West,156,Store_52,Bakery,Milk,9,110.13,991.17,46.57,944.6,06-11-2023 4:18,24,06-11-2023 4:42,Cancelled,Wallet,Happy
500054,22926,Customer_54,Delhi,Central,141,Store_53,Snacks,Banana,9,117.07,1053.63,42.56,1011.07,09-12-2023 3:40,23,09-12-2023 4:03,Delayed,Credit Card,Happy
500055,11818,Customer_55,Delhi,East,111,Store_54,Snacks,Bread,2,166.66,333.32,17.86,315.46,29-07-2023 6:28,46,29-07-2023 7:14,Delivered,Credit Card,Unhappy
500056,41780,Customer_56,Chennai,North,155,Store_55,Dairy,Milk,7,36.36,254.52,26.3,228.22,17-05-2023 8:00,20,17-05-2023 8:20,Cancelled,UPI,Neutral
500057,82279,Customer_57,Mumbai,North,132,Store_56,Bakery,Milk,9,90.54,814.86,10.51,804.35,10-09-2023 4:13,26,10-09-2023 4:39,Cancelled,UPI,Unhappy
500058,79234,Customer_58,Kolkata,North,184,Store_57,Dairy,Banana,6,193.35,1160.1,32.26,1127.84,09-09-2023 22:29,56,09-09-2023 23:25,Delayed,Credit Card,No Feedback
500059,58057,Customer_59,Kolkata,West,174,Store_58,Snacks,Chips,1,196.5,196.5,8.82,187.68,11-01-2023 23:21,46,12-01-2023 0:07,Delayed,Cash,Neutral
500060,74968,Customer_60,Delhi,East,163,Store_59,Fruits,Soda,7,122.77,859.39,30.04,829.35,21-10-2023 1:54,31,21-10-2023 2:25,Delivered,Credit Card,Unhappy
500061,22206,Customer_61,Kolkata,Central,159,Store_60,Snacks,Chips,1,115.35,115.35,18.18,97.17,22-01-2023 0:31,19,22-01-2023 0:50,Cancelled,Credit Card,Neutral
500062,93603,Customer_62,Chennai,North,155,Store_61,Bakery,Butter,3,35.65,106.95,6.33,100.62,14-08-2023 1:59,14,14-08-2023 2:13,Delivered,UPI,No Feedback
500063,81264,Customer_63,Chennai,South,107,Store_62,Fruits,Banana,7,191.56,1340.92,11.57,1329.35,13-02-2023 1:14,46,13-02-2023 2:00,Delivered,Credit Card,No Feedback
500064,61742,Customer_64,Chennai,South,150,Store_63,Snacks,Apple,5,45.05,225.25,23.27,201.98,23-02-2023 5:53,56,23-02-2023 6:49,Delivered,Wallet,Happy
500065,29915,Customer_65,Mumbai,Central,105,Store_64,Snacks,Chips,8,17.14,137.12,6.69,130.43,13-09-2023 21:37,11,13-09-2023 21:48,Cancelled,Cash,Unhappy
500066,25757,Customer_66,Kolkata,Central,109,Store_65,Dairy,Chips,9,108.16,973.44,38.71,934.73,08-12-2023 19:10,48,08-12-2023 19:58,Delivered,Credit Card,No Feedback
500067,27136,Customer_67,Delhi,Central,136,Store_66,Snacks,Milk,1,134.35,134.35,8.07,126.28,20-05-2023 19:45,15,20-05-2023 20:00,Delivered,Credit Card,Unhappy
500068,16300,Customer_68,Chennai,Central,114,Store_67,Beverages,Chips,7,134.52,941.64,10.99,930.65,08-09-2023 15:03,56,08-09-2023 15:59,Delivered,Wallet,Neutral
500069,78731,Customer_69,Delhi,South,185,Store_68,Snacks,Chips,3,165.28,495.84,3.22,492.62,24-05-2023 17:04,57,24-05-2023 18:01,Delivered,UPI,Unhappy
500070,16819,Customer_70,Mumbai,Central,129,Store_69,Snacks,Banana,3,149.09,447.27,46.34,400.93,26-09-2023 14:14,18,26-09-2023 14:32,Cancelled,Credit Card,No Feedback
500071,20461,Customer_71,Delhi,South,158,Store_70,Beverages,Apple,6,49.05,294.3,0.95,293.35,18-03-2023 0:26,54,18-03-2023 1:20,Delayed,Wallet,Happy
500072,21007,Customer_72,Kolkata,East,121,Store_71,Dairy,Butter,9,187.49,1687.41,33.77,1653.64,22-12-2023 2:02,11,22-12-2023 2:13,Delivered,Credit Card,Neutral
500073,98983,Customer_73,Chennai,East,126,Store_72,Fruits,Soda,8,49.37,394.96,37.46,357.5,04-06-2023 11:43,13,04-06-2023 11:56,Delivered,Cash,No Feedback
500074,66008,Customer_74,Bangalore,South,198,Store_73,Bakery,Milk,8,79.76,638.08,26.06,612.02,16-02-2023 0:02,13,16-02-2023 0:15,Delivered,UPI,Neutral
500075,53518,Customer_75,Delhi,West,132,Store_74,Snacks,Milk,9,121.89,1097.01,19.83,1077.18,02-08-2023 3:53,57,02-08-2023 4:50,Cancelled,Cash,Unhappy
500076,29605,Customer_76,Kolkata,West,190,Store_75,Dairy,Bread,3,62.94,188.82,13.97,174.85,09-02-2023 14:50,39,09-02-2023 15:29,Delivered,Wallet,Happy
500077,94474,Customer_77,Chennai,North,130,Store_76,Snacks,Bread,5,59.36,296.8,27.43,269.37,07-02-2023 2:40,53,07-02-2023 3:33,Delivered,UPI,Unhappy
500078,25121,Customer_78,Bangalore,South,118,Store_77,Fruits,Soda,6,130.88,785.28,37.83,747.45,17-01-2023 22:11,30,17-01-2023 22:41,Delivered,UPI,Neutral
500079,43255,Customer_79,Chennai,East,194,Store_78,Fruits,Milk,9,198.02,1782.18,34.19,1747.99,12-08-2023 20:01,29,12-08-2023 20:30,Delivered,UPI,Happy
500080,47152,Customer_80,Mumbai,Central,148,Store_79,Snacks,Cheese,2,56.96,113.92,19.08,94.84,29-09-2023 23:35,43,30-09-2023 0:18,Cancelled,Credit Card,No Feedback
500081,65318,Customer_81,Delhi,West,183,Store_80,Vegetables,Banana,7,126.49,885.43,18.97,866.46,29-10-2023 2:06,43,29-10-2023 2:49,Cancelled,Wallet,Unhappy
500082,46408,Customer_82,Kolkata,East,189,Store_81,Fruits,Milk,1,117.63,117.63,3.34,114.29,08-01-2023 13:23,52,08-01-2023 14:15,Delayed,Cash,Unhappy
500083,22996,Customer_83,Delhi,Central,135,Store_82,Bakery,Bread,4,13.05,52.2,46.94,5.26,17-07-2023 4:49,11,17-07-2023 5:00,Delivered,Wallet,Neutral
500084,94916,Customer_84,Chennai,North,173,Store_83,Dairy,Milk,7,18.82,131.74,38.45,93.29,22-12-2023 6:55,53,22-12-2023 7:48,Delivered,Credit Card,Neutral
500085,38197,Customer_85,Kolkata,South,159,Store_84,Fruits,Apple,2,189.39,378.78,37.85,340.93,02-04-2023 10:24,28,02-04-2023 10:52,Cancelled,Cash,No Feedback
500086,57593,Customer_86,Bangalore,West,166,Store_85,Snacks,Apple,8,147.35,1178.8,47.36,1131.44,10-08-2023 10:56,18,10-08-2023 11:14,Delayed,Cash,No Feedback
500087,92807,Customer_87,Chennai,Central,124,Store_86,Dairy,Apple,4,40.08,160.32,40.93,119.39,09-12-2023 19:59,22,09-12-2023 20:21,Cancelled,Cash,No Feedback
500088,92004,Customer_88,Kolkata,Central,181,Store_87,Bakery,Chips,5,77.13,385.65,41.85,343.8,02-08-2023 21:03,43,02-08-2023 21:46,Delayed,Credit Card,Unhappy
500089,12346,Customer_89,Chennai,Central,185,Store_88,Snacks,Chips,6,117.55,705.3,30.83,674.47,08-09-2023 14:41,52,08-09-2023 15:33,Cancelled,Wallet,No Feedback
500090,52905,Customer_90,Mumbai,North,138,Store_89,Snacks,Banana,1,146.29,146.29,15.6,130.69,12-12-2023 19:06,26,12-12-2023 19:32,Cancelled,Credit Card,No Feedback
500091,83783,Customer_91,Bangalore,North,143,Store_90,Fruits,Apple,2,33.83,67.66,19.56,48.1,16-03-2023 23:43,18,17-03-2023 0:01,Delivered,Credit Card,Unhappy
500092,17243,Customer_92,Kolkata,North,186,Store_91,Snacks,Butter,1,11.24,11.24,36.41,-25.17,17-10-2023 21:28,19,17-10-2023 21:47,Delayed,Credit Card,Unhappy
500093,20946,Customer_93,Mumbai,East,137,Store_92,Beverages,Milk,1,133.31,133.31,27.94,105.37,02-08-2023 22:46,58,02-08-2023 23:44,Delayed,UPI,Neutral
500094,96662,Customer_94,Bangalore,West,198,Store_93,Vegetables,Apple,6,117.52,705.12,16.61,688.51,31-01-2023 13:30,29,31-01-2023 13:59,Delivered,Cash,Happy
500095,59590,Customer_95,Chennai,Central,171,Store_94,Bakery,Milk,9,154.87,1393.83,20.57,1373.26,29-05-2023 20:24,54,29-05-2023 21:18,Delivered,Cash,Happy
500096,97708,Customer_96,Mumbai,East,179,Store_95,Dairy,Butter,8,39.81,318.48,44.69,273.79,15-03-2023 23:25,55,16-03-2023 0:20,Cancelled,UPI,Neutral
500097,66141,Customer_97,Kolkata,West,124,Store_96,Bakery,Cheese,9,104.26,938.34,25.93,912.41,05-06-2023 16:12,33,05-06-2023 16:45,Delivered,Credit Card,Unhappy
500098,68163,Customer_98,Chennai,West,181,Store_97,Bakery,Soda,2,148.81,297.62,44.24,253.38,26-11-2023 17:37,17,26-11-2023 17:54,Delivered,UPI,No Feedback
500099,56853,Customer_99,Bangalore,North,125,Store_98,Vegetables,Butter,6,182.63,1095.78,29.5,1066.28,30-11-2023 9:18,13,30-11-2023 9:31,Cancelled,Cash,Unhappy
500100,12975,Customer_100,Bangalore,South,129,Store_99,Snacks,Soda,8,135.15,1081.2,27.26,1053.94,24-10-2023 0:43,39,24-10-2023 1:22,Delivered,Cash,Unhappy
500101,11572,Customer_101,Mumbai,Central,151,Store_0,Dairy,Cheese,8,156.9,1255.2,48.43,1206.77,23-03-2023 18:40,34,23-03-2023 19:14,Cancelled,Cash,Neutral
500102,23864,Customer_102,Delhi,South,171,Store_1,Fruits,Banana,6,21.2,127.2,4,123.2,28-08-2023 23:15,18,28-08-2023 23:33,Delayed,Cash,No Feedback
500103,31719,Customer_103,Mumbai,North,154,Store_2,Snacks,Butter,5,15.53,77.65,22.1,55.55,12-01-2023 15:52,59,12-01-2023 16:51,Cancelled,Wallet,Happy
500104,18695,Customer_104,Mumbai,East,169,Store_3,Vegetables,Bread,3,141.82,425.46,5.79,419.67,24-07-2023 11:34,39,24-07-2023 12:13,Cancelled,Cash,Unhappy
500105,22281,Customer_105,Mumbai,South,111,Store_4,Bakery,Butter,6,93.76,562.56,37.92,524.64,01-12-2023 10:00,49,01-12-2023 10:49,Delivered,Wallet,Unhappy
500106,40028,Customer_106,Bangalore,South,170,Store_5,Beverages,Cheese,5,12.9,64.5,29.49,35.01,21-03-2023 8:18,31,21-03-2023 8:49,Cancelled,Credit Card,No Feedback
500107,40966,Customer_107,Bangalore,Central,180,Store_6,Dairy,Butter,6,83.23,499.38,18.69,480.69,05-05-2023 8:12,16,05-05-2023 8:28,Cancelled,Credit Card,Neutral
500108,88341,Customer_108,Mumbai,Central,158,Store_7,Fruits,Apple,6,115.93,695.58,19.72,675.86,17-06-2023 19:25,11,17-06-2023 19:36,Delivered,Credit Card,Neutral
500109,82729,Customer_109,Kolkata,Central,192,Store_8,Bakery,Cheese,8,174.78,1398.24,7.09,1391.15,25-08-2023 21:46,43,25-08-2023 22:29,Delayed,UPI,Happy
500110,50942,Customer_110,Kolkata,East,171,Store_9,Vegetables,Butter,7,41.3,289.1,13.22,275.88,15-10-2023 14:04,17,15-10-2023 14:21,Cancelled,Credit Card,Neutral
500111,14084,Customer_111,Bangalore,Central,186,Store_10,Beverages,Cheese,3,183.64,550.92,38.38,512.54,23-10-2023 1:31,16,23-10-2023 1:47,Delayed,Wallet,No Feedback
500112,41714,Customer_112,Mumbai,South,133,Store_11,Vegetables,Soda,3,14.32,42.96,41.14,1.82,08-03-2023 19:11,30,08-03-2023 19:41,Delivered,Wallet,Unhappy
500113,17767,Customer_113,Chennai,South,165,Store_12,Vegetables,Milk,5,85.49,427.45,42.07,385.38,29-03-2023 8:26,11,29-03-2023 8:37,Cancelled,UPI,Neutral
500114,27953,Customer_114,Chennai,West,155,Store_13,Snacks,Apple,4,133.77,535.08,2.77,532.31,16-08-2023 23:52,19,17-08-2023 0:11,Delivered,Cash,No Feedback
500115,58795,Customer_115,Kolkata,South,122,Store_14,Bakery,Bread,2,36.63,73.26,9.41,63.85,13-01-2023 9:09,12,13-01-2023 9:21,Delayed,Wallet,No Feedback
500116,91219,Customer_116,Chennai,South,114,Store_15,Beverages,Banana,9,160.37,1443.33,21.11,1422.22,15-03-2023 10:18,47,15-03-2023 11:05,Delayed,Cash,Unhappy
500117,81126,Customer_117,Kolkata,South,132,Store_16,Vegetables,Chips,9,193.1,1737.9,22.27,1715.63,22-03-2023 2:07,12,22-03-2023 2:19,Delivered,Cash,No Feedback
500118,10821,Customer_118,Kolkata,West,135,Store_17,Snacks,Banana,1,18.92,18.92,13.5,5.42,21-05-2023 11:49,12,21-05-2023 12:01,Delivered,Credit Card,No Feedback
500119,20676,Customer_119,Bangalore,North,146,Store_18,Vegetables,Soda,4,16.04,64.16,49.08,15.08,30-01-2023 20:40,52,30-01-2023 21:32,Cancelled,UPI,Unhappy
500120,76143,Customer_120,Bangalore,North,140,Store_19,Vegetables,Soda,7,194.91,1364.37,46.25,1318.12,10-01-2023 20:14,27,10-01-2023 20:41,Cancelled,Credit Card,Unhappy
500121,66780,Customer_121,Delhi,Central,141,Store_20,Bakery,Banana,2,49.74,99.48,4.4,95.08,27-04-2023 13:43,22,27-04-2023 14:05,Delivered,Wallet,Neutral
500122,88014,Customer_122,Mumbai,Central,151,Store_21,Beverages,Banana,8,44.56,356.48,35.35,321.13,25-08-2023 2:37,25,25-08-2023 3:02,Cancelled,Wallet,Unhappy
500123,51005,Customer_123,Delhi,West,129,Store_22,Vegetables,Chips,8,61.21,489.68,10.68,479,10-08-2023 7:13,25,10-08-2023 7:38,Delivered,UPI,Neutral
500124,69860,Customer_124,Mumbai,East,152,Store_23,Vegetables,Banana,7,162.85,1139.95,48.44,1091.51,17-12-2023 19:40,24,17-12-2023 20:04,Delayed,Cash,No Feedback
500125,72708,Customer_125,Chennai,West,157,Store_24,Snacks,Cheese,8,17.15,137.2,34.06,103.14,07-04-2023 3:38,26,07-04-2023 4:04,Delivered,Credit Card,Unhappy
500126,25495,Customer_126,Kolkata,North,107,Store_25,Bakery,Bread,2,31.34,62.68,3.57,59.11,28-03-2023 3:30,33,28-03-2023 4:03,Cancelled,Wallet,Unhappy
500127,61868,Customer_127,Delhi,East,131,Store_26,Vegetables,Banana,3,161.95,485.85,2,483.85,24-12-2023 7:41,19,24-12-2023 8:00,Delivered,Wallet,Happy
500128,92047,Customer_128,Mumbai,West,164,Store_27,Fruits,Soda,8,132.68,1061.44,16.02,1045.42,28-01-2023 21:15,45,28-01-2023 22:00,Delayed,Cash,Happy
500129,85221,Customer_129,Delhi,South,130,Store_28,Dairy,Bread,9,122.07,1098.63,27.72,1070.91,11-06-2023 6:59,46,11-06-2023 7:45,Cancelled,Cash,Unhappy
500130,75014,Customer_130,Mumbai,Central,100,Store_29,Fruits,Milk,5,85.07,425.35,27.45,397.9,16-06-2023 16:37,28,16-06-2023 17:05,Delivered,UPI,No Feedback
500131,13417,Customer_131,Mumbai,Central,152,Store_30,Bakery,Cheese,9,30.78,277.02,26.6,250.42,15-11-2023 3:48,55,15-11-2023 4:43,Delivered,Cash,Happy
500132,48410,Customer_132,Kolkata,East,106,Store_31,Snacks,Butter,6,36.03,216.18,37.84,178.34,11-11-2023 21:44,26,11-11-2023 22:10,Delayed,Credit Card,No Feedback
500133,22873,Customer_133,Chennai,South,189,Store_32,Bakery,Chips,5,46.7,233.5,40.04,193.46,08-02-2023 11:04,56,08-02-2023 12:00,Delayed,UPI,No Feedback
500134,99181,Customer_134,Delhi,Central,151,Store_33,Beverages,Butter,6,146.6,879.6,10.54,869.06,31-12-2023 0:53,31,31-12-2023 1:24,Delayed,UPI,No Feedback
500135,38662,Customer_135,Mumbai,Central,144,Store_34,Bakery,Chips,3,20.91,62.73,2.5,60.23,07-12-2023 10:06,10,07-12-2023 10:16,Cancelled,Credit Card,No Feedback
500136,24746,Customer_136,Mumbai,East,118,Store_35,Snacks,Chips,2,49.48,98.96,3.76,95.2,29-12-2023 20:19,49,29-12-2023 21:08,Delivered,UPI,No Feedback
500137,41628,Customer_137,Mumbai,West,102,Store_36,Snacks,Banana,9,99.73,897.57,42.23,855.34,26-12-2023 16:11,10,26-12-2023 16:21,Cancelled,Wallet,Unhappy
500138,67882,Customer_138,Chennai,West,146,Store_37,Bakery,Apple,1,130.03,130.03,27.65,102.38,05-07-2023 21:47,16,05-07-2023 22:03,Delivered,UPI,Neutral
500139,89103,Customer_139,Delhi,East,158,Store_38,Beverages,Soda,4,39.64,158.56,18.88,139.68,24-05-2023 5:14,43,24-05-2023 5:57,Delayed,Wallet,Unhappy
500140,98457,Customer_140,Mumbai,Central,170,Store_39,Beverages,Milk,6,47.39,284.34,36.56,247.78,27-04-2023 6:47,28,27-04-2023 7:15,Delayed,Credit Card,Unhappy
500141,87373,Customer_141,Chennai,Central,177,Store_40,Beverages,Soda,5,49.35,246.75,42.98,203.77,19-11-2023 10:10,11,19-11-2023 10:21,Delivered,Credit Card,Unhappy
500142,87925,Customer_142,Mumbai,North,143,Store_41,Snacks,Apple,6,182.43,1094.58,33.82,1060.76,03-02-2023 2:14,28,03-02-2023 2:42,Cancelled,Cash,Unhappy
500143,15338,Customer_143,Chennai,West,197,Store_42,Beverages,Cheese,2,142,284,2.49,281.51,16-01-2023 11:15,11,16-01-2023 11:26,Delayed,Credit Card,Happy
500144,48046,Customer_144,Chennai,East,186,Store_43,Fruits,Milk,5,53.95,269.75,45.36,224.39,02-01-2023 4:00,54,02-01-2023 4:54,Cancelled,Wallet,No Feedback
500145,60527,Customer_145,Delhi,West,153,Store_44,Snacks,Apple,5,191.46,957.3,22.06,935.24,04-04-2023 12:53,19,04-04-2023 13:12,Cancelled,Cash,Neutral
